id,time,distance,velocity,acceleration,Frictional Force,airResistance,,,,time,time,time,time,time,time,distance(.100 kg),distance(.105 kg),distance(.110 kg),distance(.115 kg),distance(.120 kg),distance(.125 kg)
carFAR100,1.061,2.284649317,4.099064961,3.305922191,0.424785461,1.175240188,,,,1.061,1.061,1.061,1.061,1.061,1.061,2.284649317,2.2951573,2.304774215,2.313608695,2.321752417,2.329283287
carFAR100,1.062,2.288750034,4.102369935,3.304974352,0.424785461,1.176187755,,,,1.062,1.062,1.062,1.062,1.062,1.062,2.288750034,2.29928634,2.308929235,2.317787631,2.325953441,2.333504773
carFAR100,1.063,2.292854056,4.105673962,3.304026785,0.424785461,1.17713505,,,,1.063,1.063,1.063,1.063,1.063,1.063,2.292854056,2.303418733,2.313087653,2.321970005,2.330157942,2.337729771
carFAR100,1.064,2.296961382,4.108977041,3.30307949,0.424785461,1.178082074,,,,1.064,1.064,1.064,1.064,1.064,1.064,2.296961382,2.307554478,2.317249467,2.326155818,2.334365918,2.34195828
carFAR100,1.065,2.30107201,4.112279174,3.302132466,0.424785461,1.179028826,,,,1.065,1.065,1.065,1.065,1.065,1.065,2.30107201,2.311693573,2.321414676,2.330345066,2.33857737,2.3461903
carFAR100,1.066,2.30518594,4.11558036,3.301185714,0.424785461,1.179975307,,,,1.066,1.066,1.066,1.066,1.066,1.066,2.30518594,2.315836019,2.32558328,2.334537751,2.342792295,2.350425828
carFAR100,1.067,2.30930317,4.118880599,3.300239233,0.424785461,1.180921516,,,,1.067,1.067,1.067,1.067,1.067,1.067,2.30930317,2.319981813,2.329755277,2.33873387,2.347010693,2.354664866
carFAR100,1.068,2.3134237,4.122179892,3.299293023,0.424785461,1.181867454,,,,1.068,1.068,1.068,1.068,1.068,1.068,2.3134237,2.324130956,2.333930667,2.342933424,2.351232564,2.358907412
carFAR100,1.069,2.31754753,4.125478239,3.298347085,0.424785461,1.182813121,,,,1.069,1.069,1.069,1.069,1.069,1.069,2.31754753,2.328283447,2.33810945,2.34713641,2.355457907,2.363153464
carFAR100,1.07,2.321674657,4.12877564,3.297401418,0.424785461,1.183758517,,,,1.07,1.07,1.07,1.07,1.07,1.07,2.321674657,2.332439283,2.342291623,2.35134283,2.35968672,2.367403023
carFAR100,1.071,2.32580508,4.132072096,3.296456023,0.424785461,1.184703641,,,,1.071,1.071,1.071,1.071,1.071,1.071,2.32580508,2.336598465,2.346477186,2.35555268,2.363919002,2.371656087
carFAR100,1.072,2.3299388,4.135367607,3.295510898,0.424785461,1.185648495,,,,1.072,1.072,1.072,1.072,1.072,1.072,2.3299388,2.340760991,2.350666139,2.359765961,2.368154754,2.375912657
carFAR100,1.073,2.334075815,4.138662173,3.294566044,0.424785461,1.186593078,,,,1.073,1.073,1.073,1.073,1.073,1.073,2.334075815,2.344926861,2.35485848,2.363982672,2.372393974,2.38017273
carFAR100,1.074,2.338216124,4.141955795,3.293621461,0.424785461,1.18753739,,,,1.074,1.074,1.074,1.074,1.074,1.074,2.338216124,2.349096074,2.359054209,2.368202812,2.376636662,2.384436306
carFAR100,1.075,2.342359726,4.145248472,3.292677149,0.424785461,1.188481431,,,,1.075,1.075,1.075,1.075,1.075,1.075,2.342359726,2.353268629,2.363253324,2.37242638,2.380882816,2.388703384
carFAR100,1.076,2.346506621,4.148540205,3.291733108,0.424785461,1.189425202,,,,1.076,1.076,1.076,1.076,1.076,1.076,2.346506621,2.357444524,2.367455825,2.376653376,2.385132435,2.392973964
carFAR100,1.077,2.350656806,4.151830994,3.290789337,0.424785461,1.190368702,,,,1.077,1.077,1.077,1.077,1.077,1.077,2.350656806,2.36162376,2.371661711,2.380883797,2.38938552,2.397248045
carFAR100,1.078,2.354810282,4.15512084,3.289845837,0.424785461,1.191311931,,,,1.078,1.078,1.078,1.078,1.078,1.078,2.354810282,2.365806334,2.37587098,2.385117644,2.393642068,2.401525625
carFAR100,1.079,2.358967047,4.158409743,3.288902608,0.424785461,1.192254891,,,,1.079,1.079,1.079,1.079,1.079,1.079,2.358967047,2.369992247,2.380083633,2.389354916,2.39790208,2.405806705
carFAR100,1.08,2.363127101,4.161697703,3.287959649,0.424785461,1.193197579,,,,1.08,1.08,1.08,1.08,1.08,1.08,2.363127101,2.374181496,2.384299668,2.393595612,2.402165554,2.410091282
carFAR100,1.081,2.367290442,4.16498472,3.28701696,0.424785461,1.194139998,,,,1.081,1.081,1.081,1.081,1.081,1.081,2.367290442,2.378374082,2.388519085,2.397839731,2.40643249,2.414379358
carFAR100,1.082,2.37145707,4.168270794,3.286074542,0.424785461,1.195082146,,,,1.082,1.082,1.082,1.082,1.082,1.082,2.37145707,2.382570004,2.392741881,2.402087271,2.410702886,2.41867093
carFAR100,1.083,2.375626983,4.171555926,3.285132393,0.424785461,1.196024024,,,,1.083,1.083,1.083,1.083,1.083,1.083,2.375626983,2.38676926,2.396968058,2.406338233,2.414976743,2.422965997
carFAR100,1.084,2.379800181,4.174840117,3.284190515,0.424785461,1.196965632,,,,1.084,1.084,1.084,1.084,1.084,1.084,2.379800181,2.39097185,2.401197613,2.410592615,2.419254058,2.42726456
carFAR100,1.085,2.383976663,4.178123366,3.283248907,0.424785461,1.19790697,,,,1.085,1.085,1.085,1.085,1.085,1.085,2.383976663,2.395177772,2.405430546,2.414850417,2.423534832,2.431566617
carFAR100,1.086,2.388156428,4.181405673,3.282307569,0.424785461,1.198848039,,,,1.086,1.086,1.086,1.086,1.086,1.086,2.388156428,2.399387026,2.409666856,2.419111638,2.427819063,2.435872168
carFAR100,1.087,2.392339474,4.18468704,3.281366501,0.424785461,1.199788837,,,,1.087,1.087,1.087,1.087,1.087,1.087,2.392339474,2.403599611,2.413906541,2.423376276,2.432106751,2.440181211
carFAR100,1.088,2.396525801,4.187967466,3.280425703,0.424785461,1.200729366,,,,1.088,1.088,1.088,1.088,1.088,1.088,2.396525801,2.407815525,2.418149602,2.427644332,2.436397895,2.444493746
carFAR100,1.089,2.400715409,4.191246951,3.279485174,0.424785461,1.201669625,,,,1.089,1.089,1.089,1.089,1.089,1.089,2.400715409,2.412034769,2.422396038,2.431915803,2.440692493,2.448809773
carFAR100,1.09,2.404908295,4.194525496,3.278544915,0.424785461,1.202609614,,,,1.09,1.09,1.09,1.09,1.09,1.09,2.404908295,2.416257341,2.426645846,2.43619069,2.444990546,2.453129289
carFAR100,1.091,2.409104459,4.197803101,3.277604925,0.424785461,1.203549334,,,,1.091,1.091,1.091,1.091,1.091,1.091,2.409104459,2.42048324,2.430899028,2.440468991,2.449292052,2.457452295
carFAR100,1.092,2.4133039,4.201079766,3.276665205,0.424785461,1.204488784,,,,1.092,1.092,1.092,1.092,1.092,1.092,2.4133039,2.424712466,2.43515558,2.444750706,2.45359701,2.46177879
carFAR100,1.093,2.417506618,4.204355492,3.275725755,0.424785461,1.205427966,,,,1.093,1.093,1.093,1.093,1.093,1.093,2.417506618,2.428945017,2.439415504,2.449035834,2.45790542,2.466108772
carFAR100,1.094,2.421712611,4.207630278,3.274786574,0.424785461,1.206366877,,,,1.094,1.094,1.094,1.094,1.094,1.094,2.421712611,2.433180892,2.443678798,2.453324373,2.462217281,2.470442241
carFAR100,1.095,2.425921878,4.210904126,3.273847662,0.424785461,1.20730552,,,,1.095,1.095,1.095,1.095,1.095,1.095,2.425921878,2.437420091,2.44794546,2.457616324,2.466532592,2.474779197
carFAR100,1.096,2.430134419,4.214177035,3.272909019,0.424785461,1.208243894,,,,1.096,1.096,1.096,1.096,1.096,1.096,2.430134419,2.441662613,2.452215491,2.461911684,2.470851352,2.479119638
carFAR100,1.097,2.434350232,4.217449006,3.271970646,0.424785461,1.209181998,,,,1.097,1.097,1.097,1.097,1.097,1.097,2.434350232,2.445908456,2.456488889,2.466210454,2.47517356,2.483463564
carFAR100,1.098,2.438569316,4.220720038,3.271032541,0.424785461,1.210119834,,,,1.098,1.098,1.098,1.098,1.098,1.098,2.438569316,2.45015762,2.460765653,2.470512633,2.479499216,2.487810974
carFAR100,1.099,2.442791671,4.223990133,3.270094706,0.424785461,1.211057401,,,,1.099,1.099,1.099,1.099,1.099,1.099,2.442791671,2.454410104,2.465045783,2.474818219,2.483828319,2.492161867
carFAR100,1.1,2.447017296,4.22725929,3.269157139,0.424785461,1.211994698,,,,1.1,1.1,1.1,1.1,1.1,1.1,2.447017296,2.458665908,2.469329277,2.479127212,2.488160868,2.496516242
carFAR100,1.101,2.45124619,4.23052751,3.268219841,0.424785461,1.212931728,,,,1.101,1.101,1.101,1.101,1.101,1.101,2.45124619,2.462925029,2.473616135,2.48343961,2.492496861,2.500874098
carFAR100,1.102,2.455478351,4.233794793,3.267282812,0.424785461,1.213868488,,,,1.102,1.102,1.102,1.102,1.102,1.102,2.455478351,2.467187468,2.477906356,2.487755414,2.496836299,2.50523295
carFAR100,1.103,2.459713779,4.237061139,3.266346051,0.424785461,1.21480498,,,,1.103,1.103,1.103,1.103,1.103,1.103,2.459713779,2.471453222,2.482199939,2.492074622,2.501179181,2.509590312
carFAR100,1.104,2.463952472,4.240326548,3.26540956,0.424785461,1.215741203,,,,1.104,1.104,1.104,1.104,1.104,1.104,2.463952472,2.475722293,2.486496883,2.496397234,2.505523019,2.513946183
carFAR100,1.105,2.468194431,4.243591022,3.264473336,0.424785461,1.216677158,,,,1.105,1.105,1.105,1.105,1.105,1.105,2.468194431,2.479994678,2.490797188,2.500723248,2.509865329,2.518300565
carFAR100,1.106,2.472439654,4.246854559,3.263537381,0.424785461,1.217612845,,,,1.106,1.106,1.106,1.106,1.106,1.106,2.472439654,2.484270376,2.495100851,2.505050178,2.514206112,2.522653458
carFAR100,1.107,2.47668814,4.250117161,3.262601695,0.424785461,1.218548263,,,,1.107,1.107,1.107,1.107,1.107,1.107,2.47668814,2.488549387,2.499407874,2.509375539,2.518545366,2.527004862
carFAR100,1.108,2.480939888,4.253378827,3.261666276,0.424785461,1.219483413,,,,1.108,1.108,1.108,1.108,1.108,1.108,2.480939888,2.49283171,2.503718253,2.513699332,2.522883093,2.531354777
carFAR100,1.109,2.485194897,4.256639558,3.260731126,0.424785461,1.220418295,,,,1.109,1.109,1.109,1.109,1.109,1.109,2.485194897,2.497117344,2.508029505,2.518021555,2.527219294,2.535703204
carFAR100,1.11,2.489453167,4.259899354,3.259796244,0.424785461,1.22135291,,,,1.11,1.11,1.11,1.11,1.11,1.11,2.489453167,2.501406288,2.512339142,2.522342211,2.531553968,2.540050143
carFAR100,1.111,2.493714695,4.263158216,3.25886163,0.424785461,1.222287256,,,,1.111,1.111,1.111,1.111,1.111,1.111,2.493714695,2.505696056,2.516647165,2.526661299,2.535887116,2.544395595
carFAR100,1.112,2.497979483,4.266416143,3.257927284,0.424785461,1.223221334,,,,1.112,1.112,1.112,1.112,1.112,1.112,2.497979483,2.509984162,2.520953575,2.53097882,2.540218738,2.548739559
carFAR100,1.113,2.502247527,4.269673136,3.256993206,0.424785461,1.224155144,,,,1.113,1.113,1.113,1.113,1.113,1.113,2.502247527,2.514270606,2.525258372,2.535294773,2.544548834,2.553082037
carFAR100,1.114,2.506516343,4.267958481,-1.714655144,0.424785461,1.223663536,,,,1.114,1.114,1.114,1.114,1.114,1.114,2.506516343,2.518555389,2.529561556,2.53960916,2.548877406,2.557423028
carFAR100,1.115,2.510783444,4.266244318,-1.714163536,0.424785461,1.22317207,,,,1.115,1.115,1.115,1.115,1.115,1.115,2.510783444,2.522838512,2.533863128,2.543921982,2.553204452,2.561762532
carFAR100,1.116,2.515048832,4.264530646,-1.71367207,0.424785461,1.222680744,,,,1.116,1.116,1.116,1.116,1.116,1.116,2.515048832,2.527119975,2.538163089,2.548233237,2.557529975,2.566100551
carFAR100,1.117,2.519312506,4.262817465,-1.713180744,0.424785461,1.222189559,,,,1.117,1.117,1.117,1.117,1.117,1.117,2.519312506,2.531399779,2.542461438,2.552542927,2.561853973,2.570437085
carFAR100,1.118,2.523574467,4.261104775,-1.712689559,0.424785461,1.221698515,,,,1.118,1.118,1.118,1.118,1.118,1.118,2.523574467,2.535677923,2.546758177,2.556851052,2.566176448,2.574772133
carFAR100,1.119,2.527834716,4.259392577,-1.712198515,0.424785461,1.221207612,,,,1.119,1.119,1.119,1.119,1.119,1.119,2.527834716,2.539954408,2.551053305,2.561157612,2.5704974,2.579105697
carFAR100,1.12,2.532093252,4.257680869,-1.711707612,0.424785461,1.220716849,,,,1.12,1.12,1.12,1.12,1.12,1.12,2.532093252,2.544229236,2.555346823,2.565462609,2.574816828,2.583437776
carFAR100,1.121,2.536350078,4.255969652,-1.711216849,0.424785461,1.220226227,,,,1.121,1.121,1.121,1.121,1.121,1.121,2.536350078,2.548502405,2.559638731,2.569766041,2.579134735,2.587768371
carFAR100,1.122,2.540605192,4.254258926,-1.710726227,0.424785461,1.219735746,,,,1.122,1.122,1.122,1.122,1.122,1.122,2.540605192,2.552773917,2.56392903,2.57406791,2.583451119,2.592097482
carFAR100,1.123,2.544858596,4.25254869,-1.710235746,0.424785461,1.219245406,,,,1.123,1.123,1.123,1.123,1.123,1.123,2.544858596,2.557043773,2.568217721,2.578368217,2.587765981,2.596425109
carFAR100,1.124,2.54911029,4.250838945,-1.709745406,0.424785461,1.218755206,,,,1.124,1.124,1.124,1.124,1.124,1.124,2.54911029,2.561311972,2.572504803,2.58266696,2.592079322,2.600751254
carFAR100,1.125,2.553360274,4.24912969,-1.709255206,0.424785461,1.218265146,,,,1.125,1.125,1.125,1.125,1.125,1.125,2.553360274,2.565578515,2.576790278,2.586964141,2.596391141,2.605075915
carFAR100,1.126,2.557608549,4.247420925,-1.708765146,0.424785461,1.217775227,,,,1.126,1.126,1.126,1.126,1.126,1.126,2.557608549,2.569843402,2.581074144,2.591259761,2.600701441,2.609399095
carFAR100,1.127,2.561855116,4.245712649,-1.708275227,0.424785461,1.217285449,,,,1.127,1.127,1.127,1.127,1.127,1.127,2.561855116,2.574106635,2.585356404,2.595553819,2.605010219,2.613720792
carFAR100,1.128,2.566099975,4.244004864,-1.707785449,0.424785461,1.216795811,,,,1.128,1.128,1.128,1.128,1.128,1.128,2.566099975,2.578368212,2.589637057,2.599846315,2.609317478,2.618041007
carFAR100,1.129,2.570343126,4.242297568,-1.707295811,0.424785461,1.216306313,,,,1.129,1.129,1.129,1.129,1.129,1.129,2.570343126,2.582628136,2.593916104,2.604137252,2.613623217,2.622359741
carFAR100,1.13,2.57458457,4.240590762,-1.706806313,0.424785461,1.215816956,,,,1.13,1.13,1.13,1.13,1.13,1.13,2.57458457,2.586886406,2.598193545,2.608426628,2.617927437,2.626676994
carFAR100,1.131,2.578824308,4.238884445,-1.706316956,0.424785461,1.215327739,,,,1.131,1.131,1.131,1.131,1.131,1.131,2.578824308,2.591143023,2.602469381,2.612714444,2.622230138,2.630992767
carFAR100,1.132,2.583062339,4.237178617,-1.705827739,0.424785461,1.214838662,,,,1.132,1.132,1.132,1.132,1.132,1.132,2.583062339,2.595397987,2.606743612,2.6170007,2.626531321,2.635307058
carFAR100,1.133,2.587298665,4.235473278,-1.705338662,0.424785461,1.214349726,,,,1.133,1.133,1.133,1.133,1.133,1.133,2.587298665,2.599651298,2.611016238,2.621285398,2.630830985,2.63961987
carFAR100,1.134,2.591533286,4.233768429,-1.704849726,0.424785461,1.213860929,,,,1.134,1.134,1.134,1.134,1.134,1.134,2.591533286,2.603902958,2.61528726,2.625568536,2.635129132,2.643931202
carFAR100,1.135,2.595766202,4.232064068,-1.704360929,0.424785461,1.213372273,,,,1.135,1.135,1.135,1.135,1.135,1.135,2.595766202,2.608152966,2.619556678,2.629850117,2.639425761,2.648241055
carFAR100,1.136,2.599997414,4.230360196,-1.703872273,0.424785461,1.212883757,,,,1.136,1.136,1.136,1.136,1.136,1.136,2.599997414,2.612401323,2.623824493,2.634130139,2.643720873,2.652549428
carFAR100,1.137,2.604226923,4.228656812,-1.703383757,0.424785461,1.212395381,,,,1.137,1.137,1.137,1.137,1.137,1.137,2.604226923,2.61664803,2.628090705,2.638408604,2.648014468,2.656856323
carFAR100,1.138,2.608454728,4.226953916,-1.702895381,0.424785461,1.211907145,,,,1.138,1.138,1.138,1.138,1.138,1.138,2.608454728,2.620893087,2.632355315,2.642685512,2.652306547,2.66116174
carFAR100,1.139,2.612680831,4.225251509,-1.702407145,0.424785461,1.211419049,,,,1.139,1.139,1.139,1.139,1.139,1.139,2.612680831,2.625136494,2.636618323,2.646960862,2.65659711,2.665465678
carFAR100,1.14,2.616905232,4.22354959,-1.701919049,0.424785461,1.210931093,,,,1.14,1.14,1.14,1.14,1.14,1.14,2.616905232,2.629378251,2.640879729,2.651234657,2.660886157,2.669768139
carFAR100,1.141,2.62112793,4.221848159,-1.701431093,0.424785461,1.210443277,,,,1.141,1.141,1.141,1.141,1.141,1.141,2.62112793,2.63361836,2.645139533,2.655506895,2.66517369,2.674069123
carFAR100,1.142,2.625348928,4.220147216,-1.700943277,0.424785461,1.2099556,,,,1.142,1.142,1.142,1.142,1.142,1.142,2.625348928,2.637856821,2.649397737,2.659777578,2.669459707,2.678368629
carFAR100,1.143,2.629568225,4.21844676,-1.7004556,0.424785461,1.209468064,,,,1.143,1.143,1.143,1.143,1.143,1.143,2.629568225,2.642093634,2.653654341,2.664046706,2.67374421,2.682666659
carFAR100,1.144,2.633785822,4.216746792,-1.699968064,0.424785461,1.208980667,,,,1.144,1.144,1.144,1.144,1.144,1.144,2.633785822,2.6463288,2.657909345,2.668314279,2.678027198,2.686963213
carFAR100,1.145,2.638001719,4.215047311,-1.699480667,0.424785461,1.20849341,,,,1.145,1.145,1.145,1.145,1.145,1.145,2.638001719,2.650562318,2.662162749,2.672580297,2.682308673,2.69125829
carFAR100,1.146,2.642215917,4.213348318,-1.69899341,0.424785461,1.208006293,,,,1.146,1.146,1.146,1.146,1.146,1.146,2.642215917,2.65479419,2.666414554,2.676844761,2.686588634,2.695551892
carFAR100,1.147,2.646428416,4.211649812,-1.698506293,0.424785461,1.207519315,,,,1.147,1.147,1.147,1.147,1.147,1.147,2.646428416,2.659024416,2.67066476,2.681107672,2.690867082,2.699844018
carFAR100,1.148,2.650639217,4.209951792,-1.698019315,0.424785461,1.207032477,,,,1.148,1.148,1.148,1.148,1.148,1.148,2.650639217,2.663252997,2.674913368,2.685369029,2.695144018,2.70413467
carFAR100,1.149,2.65484832,4.20825426,-1.697532477,0.424785461,1.206545779,,,,1.149,1.149,1.149,1.149,1.149,1.149,2.65484832,2.667479932,2.679160378,2.689628833,2.699419441,2.708423847
carFAR100,1.15,2.659055725,4.206557214,-1.697045779,0.424785461,1.20605922,,,,1.15,1.15,1.15,1.15,1.15,1.15,2.659055725,2.671705223,2.68340579,2.693887085,2.703693352,2.71271155
carFAR100,1.151,2.663261434,4.204860655,-1.69655922,0.424785461,1.205572801,,,,1.151,1.151,1.151,1.151,1.151,1.151,2.663261434,2.675928869,2.687649606,2.698143785,2.707965751,2.716997778
carFAR100,1.152,2.667465447,4.203164582,-1.696072801,0.424785461,1.205086521,,,,1.152,1.152,1.152,1.152,1.152,1.152,2.667465447,2.680150872,2.691891825,2.702398933,2.71223664,2.721282533
carFAR100,1.153,2.671667764,4.201468996,-1.695586521,0.424785461,1.20460038,,,,1.153,1.153,1.153,1.153,1.153,1.153,2.671667764,2.684371231,2.696132448,2.706652529,2.716506017,2.725565815
carFAR100,1.154,2.675868385,4.199773895,-1.69510038,0.424785461,1.204114379,,,,1.154,1.154,1.154,1.154,1.154,1.154,2.675868385,2.688589947,2.700371475,2.710904575,2.720773883,2.729847624
carFAR100,1.155,2.680067312,4.198079281,-1.694614379,0.424785461,1.203628517,,,,1.155,1.155,1.155,1.155,1.155,1.155,2.680067312,2.692807021,2.704608906,2.71515507,2.72504024,2.73412796
carFAR100,1.156,2.684264544,4.196385152,-1.694128517,0.424785461,1.203142795,,,,1.156,1.156,1.156,1.156,1.156,1.156,2.684264544,2.697022453,2.708844743,2.719404015,2.729305087,2.738406824
carFAR100,1.157,2.688460082,4.19469151,-1.693642795,0.424785461,1.202657212,,,,1.157,1.157,1.157,1.157,1.157,1.157,2.688460082,2.701236244,2.713078985,2.72365141,2.733568424,2.742684216
carFAR100,1.158,2.692653927,4.192998352,-1.693157212,0.424785461,1.202171768,,,,1.158,1.158,1.158,1.158,1.158,1.158,2.692653927,2.705448393,2.717311633,2.727897255,2.737830252,2.746960137
carFAR100,1.159,2.696846079,4.191305681,-1.692671768,0.424785461,1.201686463,,,,1.159,1.159,1.159,1.159,1.159,1.159,2.696846079,2.709658901,2.721542687,2.732141552,2.742090571,2.751234586
carFAR100,1.16,2.701036539,4.189613494,-1.692186463,0.424785461,1.201201297,,,,1.16,1.16,1.16,1.16,1.16,1.16,2.701036539,2.71386777,2.725772148,2.7363843,2.746349382,2.755507564
carFAR100,1.161,2.705225307,4.187921793,-1.691701297,0.424785461,1.200716271,,,,1.161,1.161,1.161,1.161,1.161,1.161,2.705225307,2.718074998,2.730000016,2.740625499,2.750606685,2.759779072
carFAR100,1.162,2.709412383,4.186230577,-1.691216271,0.424785461,1.200231383,,,,1.162,1.162,1.162,1.162,1.162,1.162,2.709412383,2.722280588,2.734226291,2.744865151,2.75486248,2.764049109
carFAR100,1.163,2.713597768,4.184539845,-1.690731383,0.424785461,1.199746635,,,,1.163,1.163,1.163,1.163,1.163,1.163,2.713597768,2.726484538,2.738450975,2.749103255,2.759116768,2.768317677
carFAR100,1.164,2.717781463,4.182849599,-1.690246635,0.424785461,1.199262025,,,,1.164,1.164,1.164,1.164,1.164,1.164,2.717781463,2.73068685,2.742674066,2.753339812,2.763369549,2.772584775
carFAR100,1.165,2.721963467,4.181159837,-1.689762025,0.424785461,1.198777555,,,,1.165,1.165,1.165,1.165,1.165,1.165,2.721963467,2.734887524,2.746895567,2.757574823,2.767620823,2.776850403
carFAR100,1.166,2.726143783,4.179470559,-1.689277555,0.424785461,1.198293223,,,,1.166,1.166,1.166,1.166,1.166,1.166,2.726143783,2.739086561,2.751115477,2.761808287,2.771870592,2.781114563
carFAR100,1.167,2.730322409,4.177781766,-1.688793223,0.424785461,1.19780903,,,,1.167,1.167,1.167,1.167,1.167,1.167,2.730322409,2.74328396,2.755333796,2.766040205,2.776118854,2.785377254
carFAR100,1.168,2.734499346,4.176093457,-1.68830903,0.424785461,1.197324976,,,,1.168,1.168,1.168,1.168,1.168,1.168,2.734499346,2.747479723,2.759550526,2.770270577,2.78036561,2.789638477
carFAR100,1.169,2.738674596,4.174405632,-1.687824976,0.424785461,1.196841061,,,,1.169,1.169,1.169,1.169,1.169,1.169,2.738674596,2.75167385,2.763765665,2.774499405,2.784610862,2.793898233
carFAR100,1.17,2.742848158,4.172718291,-1.687341061,0.424785461,1.196357285,,,,1.17,1.17,1.17,1.17,1.17,1.17,2.742848158,2.755866341,2.767979216,2.778726687,2.788854609,2.79815652
carFAR100,1.171,2.747020033,4.171031433,-1.686857285,0.424785461,1.195873647,,,,1.171,1.171,1.171,1.171,1.171,1.171,2.747020033,2.760057196,2.772191178,2.782952425,2.793096851,2.80241334
carFAR100,1.172,2.751190221,4.16934506,-1.686373647,0.424785461,1.195390148,,,,1.172,1.172,1.172,1.172,1.172,1.172,2.751190221,2.764246417,2.776401552,2.787176619,2.797337589,2.806668694
carFAR100,1.173,2.755358723,4.16765917,-1.685890148,0.424785461,1.194906788,,,,1.173,1.173,1.173,1.173,1.173,1.173,2.755358723,2.768434004,2.780610337,2.79139927,2.801576824,2.810922581
carFAR100,1.174,2.75952554,4.165973763,-1.685406788,0.424785461,1.194423566,,,,1.174,1.174,1.174,1.174,1.174,1.174,2.75952554,2.772619956,2.784817536,2.795620377,2.805814555,2.815175002
carFAR100,1.175,2.763690671,4.164288839,-1.684923566,0.424785461,1.193940482,,,,1.175,1.175,1.175,1.175,1.175,1.175,2.763690671,2.776804275,2.789023147,2.799839941,2.810050783,2.819425957
carFAR100,1.176,2.767854117,4.162604399,-1.684440482,0.424785461,1.193457538,,,,1.176,1.176,1.176,1.176,1.176,1.176,2.767854117,2.780986961,2.793227171,2.804057963,2.814285509,2.823675446
carFAR100,1.177,2.77201588,4.160920441,-1.683957538,0.424785461,1.192974731,,,,1.177,1.177,1.177,1.177,1.177,1.177,2.77201588,2.785168014,2.797429609,2.808274443,2.818518732,2.82792347
carFAR100,1.178,2.776175959,4.159236966,-1.683474731,0.424785461,1.192492063,,,,1.178,1.178,1.178,1.178,1.178,1.178,2.776175959,2.789347435,2.801630462,2.812489381,2.822750454,2.832170029
carFAR100,1.179,2.780334354,4.157553974,-1.682992063,0.424785461,1.192009534,,,,1.179,1.179,1.179,1.179,1.179,1.179,2.780334354,2.793525225,2.805829729,2.816702778,2.826980673,2.836415124
carFAR100,1.18,2.784491067,4.155871465,-1.682509534,0.424785461,1.191527143,,,,1.18,1.18,1.18,1.18,1.18,1.18,2.784491067,2.797701383,2.81002741,2.820914633,2.831209392,2.840658755
carFAR100,1.181,2.788646097,4.154189438,-1.682027143,0.424785461,1.19104489,,,,1.181,1.181,1.181,1.181,1.181,1.181,2.788646097,2.80187591,2.814223508,2.825124948,2.83543661,2.844900922
carFAR100,1.182,2.792799446,4.152507893,-1.68154489,0.424785461,1.190562775,,,,1.182,1.182,1.182,1.182,1.182,1.182,2.792799446,2.806048807,2.818418021,2.829333723,2.839662327,2.849141625
carFAR100,1.183,2.796951113,4.15082683,-1.681062775,0.424785461,1.190080799,,,,1.183,1.183,1.183,1.183,1.183,1.183,2.796951113,2.810220074,2.82261095,2.833540959,2.843886544,2.853380865
carFAR100,1.184,2.8011011,4.149146249,-1.680580799,0.424785461,1.18959896,,,,1.184,1.184,1.184,1.184,1.184,1.184,2.8011011,2.814389712,2.826802296,2.837746654,2.848109262,2.857618642
carFAR100,1.185,2.805249406,4.14746615,-1.68009896,0.424785461,1.18911726,,,,1.185,1.185,1.185,1.185,1.185,1.185,2.805249406,2.81855772,2.830992059,2.841950811,2.85233048,2.861854957
carFAR100,1.186,2.809396032,4.145786533,-1.67961726,0.424785461,1.188635698,,,,1.186,1.186,1.186,1.186,1.186,1.186,2.809396032,2.8227241,2.83518024,2.846153429,2.856550198,2.866089809
carFAR100,1.187,2.813540979,4.144107397,-1.679135698,0.424785461,1.188154275,,,,1.187,1.187,1.187,1.187,1.187,1.187,2.813540979,2.826888852,2.839366838,2.850354509,2.860768419,2.8703232
carFAR100,1.188,2.817684247,4.142428743,-1.678654275,0.424785461,1.187672989,,,,1.188,1.188,1.188,1.188,1.188,1.188,2.817684247,2.831051976,2.843551854,2.854554051,2.864985141,2.874555129
carFAR100,1.189,2.821825837,4.14075057,-1.678172989,0.424785461,1.187191841,,,,1.189,1.189,1.189,1.189,1.189,1.189,2.821825837,2.835213472,2.84773529,2.858752055,2.869200364,2.878785597
carFAR100,1.19,2.825965749,4.139072878,-1.677691841,0.424785461,1.186710831,,,,1.19,1.19,1.19,1.19,1.19,1.19,2.825965749,2.839373342,2.851917144,2.862948522,2.873414091,2.883014604
carFAR100,1.191,2.830103983,4.137395667,-1.677210831,0.424785461,1.186229959,,,,1.191,1.191,1.191,1.191,1.191,1.191,2.830103983,2.843531586,2.856097418,2.867143453,2.87762632,2.887242151
carFAR100,1.192,2.83424054,4.135718937,-1.676729959,0.424785461,1.185749225,,,,1.192,1.192,1.192,1.192,1.192,1.192,2.83424054,2.847688203,2.860276112,2.871336847,2.881837052,2.891468238
carFAR100,1.193,2.838375421,4.134042688,-1.676249225,0.424785461,1.185268629,,,,1.193,1.193,1.193,1.193,1.193,1.193,2.838375421,2.851843195,2.864453226,2.875528705,2.886046287,2.895692864
carFAR100,1.194,2.842508626,4.13236692,-1.675768629,0.424785461,1.18478817,,,,1.194,1.194,1.194,1.194,1.194,1.194,2.842508626,2.855996563,2.868628761,2.879719028,2.890254027,2.899916032
