id,time,distance,velocity,acceleration,Frictional Force,airResistance,,,,time,time,time,time,time,time,distance(0.05 Frictional Coefficient),distance(0.045 Frictional Coefficient),distance(0.04 Frictional Coefficient,distance(0.035 Fricitional Coefficient),distance(0.030 Frictional Coefficient),distance(0.025 Frictional Coefficient)
carFAR_05,0.599,0.759753211,2.466173709,3.774221621,0.424785461,0.707075023,,,,0.599,0.599,0.599,0.599,0.599,0.599,0.759753211,0.766956708,0.774160205,0.781363701,0.788567198,0.795770695
carFAR_05,0.6,0.762221271,2.469946849,3.773139516,0.424785461,0.708156818,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.762221271,0.769448168,0.776675066,0.783901963,0.791128861,0.798355759
carFAR_05,0.601,0.764693104,2.473718906,3.772057722,0.424785461,0.709238302,,,,0.601,0.601,0.601,0.601,0.601,0.601,0.764693104,0.771943438,0.779193772,0.786444105,0.793694439,0.800944773
carFAR_05,0.602,0.767168708,2.477489883,3.770976238,0.424785461,0.710319476,,,,0.602,0.602,0.602,0.602,0.602,0.602,0.767168708,0.774442514,0.78171632,0.788990126,0.796263932,0.803537738
carFAR_05,0.603,0.769648083,2.481259778,3.769895064,0.424785461,0.71140034,,,,0.603,0.603,0.603,0.603,0.603,0.603,0.769648083,0.776945397,0.784242711,0.791540025,0.798837338,0.806134652
carFAR_05,0.604,0.772131227,2.485028592,3.7688142,0.424785461,0.712480894,,,,0.604,0.604,0.604,0.604,0.604,0.604,0.772131227,0.779452085,0.786772942,0.794093799,0.801414657,0.808735514
carFAR_05,0.605,0.77461814,2.488796326,3.767733645,0.424785461,0.713561139,,,,0.605,0.605,0.605,0.605,0.605,0.605,0.77461814,0.781962576,0.789307013,0.79665145,0.803995887,0.811340323
carFAR_05,0.606,0.777108819,2.492562979,3.766653401,0.424785461,0.714641073,,,,0.606,0.606,0.606,0.606,0.606,0.606,0.777108819,0.784476871,0.791844923,0.799212975,0.806581026,0.813949078
carFAR_05,0.607,0.779603265,2.496328552,3.765573466,0.424785461,0.715720698,,,,0.607,0.607,0.607,0.607,0.607,0.607,0.779603265,0.786994968,0.79438667,0.801778373,0.809170075,0.816561778
carFAR_05,0.608,0.782101476,2.500093046,3.764493841,0.424785461,0.716800014,,,,0.608,0.608,0.608,0.608,0.608,0.608,0.782101476,0.789516865,0.796932254,0.804347643,0.811763032,0.819178421
carFAR_05,0.609,0.784603451,2.503856461,3.763414526,0.424785461,0.71787902,,,,0.609,0.609,0.609,0.609,0.609,0.609,0.784603451,0.792042562,0.799481673,0.806920784,0.814359895,0.821799006
carFAR_05,0.61,0.787109188,2.507618796,3.76233552,0.424785461,0.718957717,,,,0.61,0.61,0.61,0.61,0.61,0.61,0.787109188,0.794572057,0.802034926,0.809497795,0.816960664,0.824423533
carFAR_05,0.611,0.789618688,2.511380053,3.761256823,0.424785461,0.720036104,,,,0.611,0.611,0.611,0.611,0.611,0.611,0.789618688,0.79710535,0.804592013,0.812078675,0.819565337,0.827052
carFAR_05,0.612,0.792131948,2.515140232,3.760178435,0.424785461,0.721114182,,,,0.612,0.612,0.612,0.612,0.612,0.612,0.792131948,0.799642439,0.807152931,0.814663422,0.822173914,0.829684406
carFAR_05,0.613,0.794648968,2.518899332,3.759100357,0.424785461,0.722191951,,,,0.613,0.613,0.613,0.613,0.613,0.613,0.794648968,0.802183324,0.80971768,0.817252037,0.824786393,0.832320749
carFAR_05,0.614,0.797169746,2.522657354,3.758022588,0.424785461,0.723269412,,,,0.614,0.614,0.614,0.614,0.614,0.614,0.797169746,0.804728003,0.812286259,0.819844516,0.827402773,0.83496103
carFAR_05,0.615,0.799694282,2.5264143,3.756945128,0.424785461,0.724346563,,,,0.615,0.615,0.615,0.615,0.615,0.615,0.799694282,0.807276475,0.814858667,0.82244086,0.830023053,0.837605246
carFAR_05,0.616,0.802222574,2.530170168,3.755867977,0.424785461,0.725423405,,,,0.616,0.616,0.616,0.616,0.616,0.616,0.802222574,0.809828738,0.817434903,0.825041067,0.832647232,0.840253396
carFAR_05,0.617,0.804754622,2.533924959,3.754791134,0.424785461,0.726499939,,,,0.617,0.617,0.617,0.617,0.617,0.617,0.804754622,0.812384793,0.820014965,0.827645137,0.835275308,0.84290548
carFAR_05,0.618,0.807290423,2.537678673,3.7537146,0.424785461,0.727576164,,,,0.618,0.618,0.618,0.618,0.618,0.618,0.807290423,0.814944638,0.822598853,0.830253067,0.837907282,0.845561496
carFAR_05,0.619,0.809829978,2.541431312,3.752638375,0.424785461,0.72865208,,,,0.619,0.619,0.619,0.619,0.619,0.619,0.809829978,0.817508271,0.825186564,0.832864857,0.84054315,0.848221443
carFAR_05,0.62,0.812373285,2.545182874,3.751562459,0.424785461,0.729727688,,,,0.62,0.62,0.62,0.62,0.62,0.62,0.812373285,0.820075693,0.8277781,0.835480507,0.843182914,0.850885321
carFAR_05,0.621,0.814920344,2.548933361,3.750486851,0.424785461,0.730802988,,,,0.621,0.621,0.621,0.621,0.621,0.621,0.814920344,0.8226469,0.830373457,0.838100013,0.84582657,0.853553127
carFAR_05,0.622,0.817471152,2.552682773,3.749411551,0.424785461,0.731877979,,,,0.622,0.622,0.622,0.622,0.622,0.622,0.817471152,0.825221893,0.832972635,0.840723377,0.848474119,0.85622486
carFAR_05,0.623,0.820025709,2.556431109,3.74833656,0.424785461,0.732952662,,,,0.623,0.623,0.623,0.623,0.623,0.623,0.820025709,0.827800671,0.835575634,0.843350596,0.851125558,0.858900521
carFAR_05,0.624,0.822584013,2.560178371,3.747261877,0.424785461,0.734027037,,,,0.624,0.624,0.624,0.624,0.624,0.624,0.822584013,0.830383232,0.838182451,0.845981669,0.853780888,0.861580107
carFAR_05,0.625,0.825146065,2.563924558,3.746187502,0.424785461,0.735101104,,,,0.625,0.625,0.625,0.625,0.625,0.625,0.825146065,0.832969575,0.840793086,0.848616596,0.856440106,0.864263617
carFAR_05,0.626,0.827711862,2.567669672,3.745113435,0.424785461,0.736174863,,,,0.626,0.626,0.626,0.626,0.626,0.626,0.827711862,0.8355597,0.843407537,0.851255375,0.859103213,0.86695105
carFAR_05,0.627,0.830281404,2.571413712,3.744039676,0.424785461,0.737248314,,,,0.627,0.627,0.627,0.627,0.627,0.627,0.830281404,0.838153604,0.846025804,0.853898005,0.861770205,0.869642406
carFAR_05,0.628,0.832854689,2.575156678,3.742966225,0.424785461,0.738321458,,,,0.628,0.628,0.628,0.628,0.628,0.628,0.832854689,0.840751287,0.848647886,0.856544485,0.864441084,0.872337682
carFAR_05,0.629,0.835431716,2.578898571,3.741893082,0.424785461,0.739394293,,,,0.629,0.629,0.629,0.629,0.629,0.629,0.835431716,0.843352749,0.851273781,0.859194814,0.867115846,0.875036879
carFAR_05,0.63,0.838012485,2.582639391,3.740820246,0.424785461,0.740466821,,,,0.63,0.63,0.63,0.63,0.63,0.63,0.838012485,0.845957987,0.853903489,0.86184899,0.869794492,0.877739994
carFAR_05,0.631,0.840596995,2.586379139,3.739747718,0.424785461,0.741539042,,,,0.631,0.631,0.631,0.631,0.631,0.631,0.840596995,0.848567001,0.856537007,0.864507014,0.87247702,0.880447026
carFAR_05,0.632,0.843185243,2.590117814,3.738675497,0.424785461,0.742610955,,,,0.632,0.632,0.632,0.632,0.632,0.632,0.843185243,0.85117979,0.859174336,0.867168882,0.875163429,0.883157975
carFAR_05,0.633,0.84577723,2.593855418,3.737603584,0.424785461,0.743682561,,,,0.633,0.633,0.633,0.633,0.633,0.633,0.84577723,0.853796352,0.861815474,0.869834596,0.877853718,0.88587284
carFAR_05,0.634,0.848372953,2.59759195,3.736531978,0.424785461,0.74475386,,,,0.634,0.634,0.634,0.634,0.634,0.634,0.848372953,0.856416686,0.864460419,0.872504152,0.880547885,0.888591618
carFAR_05,0.635,0.850972413,2.601327411,3.73546068,0.424785461,0.745824851,,,,0.635,0.635,0.635,0.635,0.635,0.635,0.850972413,0.859040793,0.867109172,0.875177551,0.883245931,0.89131431
carFAR_05,0.636,0.853575608,2.6050618,3.734389688,0.424785461,0.746895535,,,,0.636,0.636,0.636,0.636,0.636,0.636,0.853575608,0.861668669,0.86976173,0.877854792,0.885947853,0.894040914
carFAR_05,0.637,0.856182536,2.608795119,3.733319004,0.424785461,0.747965913,,,,0.637,0.637,0.637,0.637,0.637,0.637,0.856182536,0.864300315,0.872418093,0.880535872,0.88865365,0.896771429
carFAR_05,0.638,0.858793197,2.612527368,3.732248627,0.424785461,0.749035983,,,,0.638,0.638,0.638,0.638,0.638,0.638,0.858793197,0.866935729,0.87507826,0.883220791,0.891363322,0.899505853
carFAR_05,0.639,0.86140759,2.616258546,3.731178556,0.424785461,0.750105747,,,,0.639,0.639,0.639,0.639,0.639,0.639,0.86140759,0.86957491,0.877742229,0.885909548,0.894076867,0.902244186
carFAR_05,0.64,0.864025714,2.619988655,3.730108792,0.424785461,0.751175204,,,,0.64,0.64,0.64,0.64,0.64,0.64,0.864025714,0.872217857,0.880409999,0.888602142,0.896794284,0.904986427
carFAR_05,0.641,0.866647567,2.623717695,3.729039335,0.424785461,0.752244355,,,,0.641,0.641,0.641,0.641,0.641,0.641,0.866647567,0.874864568,0.88308157,0.891298571,0.899515572,0.907732574
carFAR_05,0.642,0.869273149,2.627445665,3.727970185,0.424785461,0.753313198,,,,0.642,0.642,0.642,0.642,0.642,0.642,0.869273149,0.877515044,0.88575694,0.893998835,0.90224073,0.910482626
carFAR_05,0.643,0.871902458,2.631172566,3.726901341,0.424785461,0.754381736,,,,0.643,0.643,0.643,0.643,0.643,0.643,0.871902458,0.880169283,0.888436108,0.896702932,0.904969757,0.913236582
carFAR_05,0.644,0.874535493,2.634898399,3.725832804,0.424785461,0.755449967,,,,0.644,0.644,0.644,0.644,0.644,0.644,0.874535493,0.882827283,0.891119073,0.899410862,0.907702652,0.915994441
carFAR_05,0.645,0.877172254,2.638623164,3.724764573,0.424785461,0.756517892,,,,0.645,0.645,0.645,0.645,0.645,0.645,0.877172254,0.885489044,0.893805834,0.902122623,0.910439413,0.918756203
carFAR_05,0.646,0.879812739,2.64234686,3.723696648,0.424785461,0.75758551,,,,0.646,0.646,0.646,0.646,0.646,0.646,0.879812739,0.888154564,0.896496389,0.904838214,0.91318004,0.921521865
carFAR_05,0.647,0.882456947,2.646069489,3.722629029,0.424785461,0.758652823,,,,0.647,0.647,0.647,0.647,0.647,0.647,0.882456947,0.890823843,0.899190739,0.907557635,0.915924531,0.924291426
carFAR_05,0.648,0.885104878,2.649791051,3.721561717,0.424785461,0.759719829,,,,0.648,0.648,0.648,0.648,0.648,0.648,0.885104878,0.893496879,0.901888881,0.910280883,0.918672885,0.927064886
carFAR_05,0.649,0.887756529,2.653511546,3.72049471,0.424785461,0.76078653,,,,0.649,0.649,0.649,0.649,0.649,0.649,0.887756529,0.896173672,0.904590815,0.913007958,0.921425101,0.929842244
carFAR_05,0.65,0.8904119,2.657230974,3.71942801,0.424785461,0.761852924,,,,0.65,0.65,0.65,0.65,0.65,0.65,0.8904119,0.89885422,0.907296539,0.915738859,0.924181179,0.932623498
carFAR_05,0.651,0.89307099,2.660949335,3.718361615,0.424785461,0.762919013,,,,0.651,0.651,0.651,0.651,0.651,0.651,0.89307099,0.901538522,0.910006053,0.918473585,0.926941116,0.935408647
carFAR_05,0.652,0.895733798,2.664666631,3.717295526,0.424785461,0.763984797,,,,0.652,0.652,0.652,0.652,0.652,0.652,0.895733798,0.904226577,0.912719355,0.921212134,0.929704912,0.938197691
carFAR_05,0.653,0.898400323,2.668382861,3.716229743,0.424785461,0.765050275,,,,0.653,0.653,0.653,0.653,0.653,0.653,0.898400323,0.906918384,0.915436445,0.923954505,0.932472566,0.940990627
carFAR_05,0.654,0.901070564,2.672098025,3.715164265,0.424785461,0.766115447,,,,0.654,0.654,0.654,0.654,0.654,0.654,0.901070564,0.909613942,0.91815732,0.926700698,0.935244077,0.943787455
carFAR_05,0.655,0.903744519,2.675812124,3.714099093,0.424785461,0.767180314,,,,0.655,0.655,0.655,0.655,0.655,0.655,0.903744519,0.91231325,0.920881981,0.929450712,0.938019443,0.946588174
carFAR_05,0.656,0.906422187,2.679525158,3.713034226,0.424785461,0.768244875,,,,0.656,0.656,0.656,0.656,0.656,0.656,0.906422187,0.915016306,0.923610425,0.932204544,0.940798663,0.949392782
carFAR_05,0.657,0.909103568,2.683237128,3.711969664,0.424785461,0.769309132,,,,0.657,0.657,0.657,0.657,0.657,0.657,0.909103568,0.917723111,0.926342653,0.934962195,0.943581737,0.952201279
carFAR_05,0.658,0.911788661,2.686948033,3.710905408,0.424785461,0.770373083,,,,0.658,0.658,0.658,0.658,0.658,0.658,0.911788661,0.920433661,0.929078662,0.937723662,0.946368663,0.955013663
carFAR_05,0.659,0.914477464,2.690657875,3.709841457,0.424785461,0.771436729,,,,0.659,0.659,0.659,0.659,0.659,0.659,0.914477464,0.923147958,0.931818452,0.940488946,0.94915944,0.957829934
carFAR_05,0.66,0.917169976,2.694366652,3.70877781,0.424785461,0.77250007,,,,0.66,0.66,0.66,0.66,0.66,0.66,0.917169976,0.925865999,0.934562022,0.943258044,0.951954067,0.960650089
carFAR_05,0.661,0.919866197,2.698074367,3.707714469,0.424785461,0.773563107,,,,0.661,0.661,0.661,0.661,0.661,0.661,0.919866197,0.928587783,0.93730937,0.946030956,0.954752543,0.963474129
carFAR_05,0.662,0.922566124,2.701781018,3.706651433,0.424785461,0.774625838,,,,0.662,0.662,0.662,0.662,0.662,0.662,0.922566124,0.93131331,0.940060495,0.948807681,0.957554866,0.966302052
carFAR_05,0.663,0.925269758,2.705486607,3.705588701,0.424785461,0.775688265,,,,0.663,0.663,0.663,0.663,0.663,0.663,0.925269758,0.934042578,0.942815397,0.951588217,0.960361037,0.969133856
carFAR_05,0.664,0.927977097,2.709191133,3.704526274,0.424785461,0.776750387,,,,0.664,0.664,0.664,0.664,0.664,0.664,0.927977097,0.936775586,0.945574075,0.954372564,0.963171053,0.971969542
carFAR_05,0.665,0.93068814,2.712894597,3.703464152,0.424785461,0.777812205,,,,0.665,0.665,0.665,0.665,0.665,0.665,0.93068814,0.939512333,0.948336527,0.95716072,0.965984913,0.974809106
carFAR_05,0.666,0.933402886,2.716597,3.702402334,0.424785461,0.778873718,,,,0.666,0.666,0.666,0.666,0.666,0.666,0.933402886,0.942252819,0.951102751,0.959952684,0.968802617,0.97765255
carFAR_05,0.667,0.936121333,2.720298341,3.701340821,0.424785461,0.779934927,,,,0.667,0.667,0.667,0.667,0.667,0.667,0.936121333,0.944997041,0.953872748,0.962748456,0.971624163,0.98049987
carFAR_05,0.668,0.938843482,2.72399862,3.700279612,0.424785461,0.780995832,,,,0.668,0.668,0.668,0.668,0.668,0.668,0.938843482,0.947744999,0.956646516,0.965548033,0.97444955,0.983351067
carFAR_05,0.669,0.94156933,2.727697839,3.699218707,0.424785461,0.782056433,,,,0.669,0.669,0.669,0.669,0.669,0.669,0.94156933,0.950496692,0.959424054,0.968351416,0.977278777,0.986206139
carFAR_05,0.67,0.944298877,2.731395997,3.698158107,0.424785461,0.783116729,,,,0.67,0.67,0.67,0.67,0.67,0.67,0.944298877,0.953252119,0.96220536,0.971158602,0.980111844,0.989065085
carFAR_05,0.671,0.947032122,2.735093095,3.69709781,0.424785461,0.784176721,,,,0.671,0.671,0.671,0.671,0.671,0.671,0.947032122,0.956011278,0.964990435,0.973969591,0.982948748,0.991927904
carFAR_05,0.672,0.949769063,2.738789133,3.696037818,0.424785461,0.78523641,,,,0.672,0.672,0.672,0.672,0.672,0.672,0.949769063,0.958774169,0.967779276,0.976784382,0.985789489,0.994794595
carFAR_05,0.673,0.952509699,2.742484111,3.694978129,0.424785461,0.786295795,,,,0.673,0.673,0.673,0.673,0.673,0.673,0.952509699,0.961540791,0.970571882,0.979602974,0.988634065,0.997665157
carFAR_05,0.674,0.95525403,2.74617803,3.693918745,0.424785461,0.787354876,,,,0.674,0.674,0.674,0.674,0.674,0.674,0.95525403,0.964311142,0.973368253,0.982425365,0.991482476,1.000539588
carFAR_05,0.675,0.958002055,2.749870889,3.692859664,0.424785461,0.788413653,,,,0.675,0.675,0.675,0.675,0.675,0.675,0.958002055,0.967085221,0.976168388,0.985251554,0.994334721,1.003417887
carFAR_05,0.676,0.960753772,2.75356269,3.691800886,0.424785461,0.789472127,,,,0.676,0.676,0.676,0.676,0.676,0.676,0.960753772,0.969863028,0.978972285,0.988081541,0.997190798,1.006300054
carFAR_05,0.677,0.96350918,2.757253433,3.690742413,0.424785461,0.790530297,,,,0.677,0.677,0.677,0.677,0.677,0.677,0.96350918,0.972644561,0.981779943,0.990915324,1.000050706,1.009186087
carFAR_05,0.678,0.966268278,2.760943117,3.689684242,0.424785461,0.791588164,,,,0.678,0.678,0.678,0.678,0.678,0.678,0.966268278,0.97542982,0.984591361,0.993752903,1.002914444,1.012075986
carFAR_05,0.679,0.969031065,2.764631743,3.688626375,0.424785461,0.792645728,,,,0.679,0.679,0.679,0.679,0.679,0.679,0.969031065,0.978218802,0.987406538,0.996594275,1.005782012,1.014969748
carFAR_05,0.68,0.971797541,2.768319312,3.687568812,0.424785461,0.793702988,,,,0.68,0.68,0.68,0.68,0.68,0.68,0.971797541,0.981011507,0.990225474,0.99943944,1.008653407,1.017867373
carFAR_05,0.681,0.974567704,2.772005823,3.686511551,0.424785461,0.794759945,,,,0.681,0.681,0.681,0.681,0.681,0.681,0.974567704,0.983807935,0.993048166,1.002288398,1.011528629,1.020768861
carFAR_05,0.682,0.977341552,2.775691278,3.685454594,0.424785461,0.7958166,,,,0.682,0.682,0.682,0.682,0.682,0.682,0.977341552,0.986608083,0.995874615,1.005141146,1.014407677,1.023674208
carFAR_05,0.683,0.980119086,2.779375676,3.68439794,0.424785461,0.796872951,,,,0.683,0.683,0.683,0.683,0.683,0.683,0.980119086,0.989411952,0.998704818,1.007997684,1.01729055,1.026583416
carFAR_05,0.684,0.982900303,2.783059018,3.683341589,0.424785461,0.797928999,,,,0.684,0.684,0.684,0.684,0.684,0.684,0.982900303,0.992219539,1.001538775,1.01085801,1.020177246,1.029496482
carFAR_05,0.685,0.985685203,2.786741303,3.68228554,0.424785461,0.798984745,,,,0.685,0.685,0.685,0.685,0.685,0.685,0.985685203,0.995030844,1.004376484,1.013722124,1.023067765,1.032413405
carFAR_05,0.686,0.988473785,2.790422533,3.681229795,0.424785461,0.800040188,,,,0.686,0.686,0.686,0.686,0.686,0.686,0.988473785,0.997845865,1.007217945,1.016590025,1.025962105,1.035334185
carFAR_05,0.687,0.991266048,2.794102707,3.680174352,0.424785461,0.801095328,,,,0.687,0.687,0.687,0.687,0.687,0.687,0.991266048,1.000664602,1.010063157,1.019461711,1.028860266,1.03825882
carFAR_05,0.688,0.99406199,2.797781827,3.679119211,0.424785461,0.802150166,,,,0.688,0.688,0.688,0.688,0.688,0.688,0.99406199,1.003487054,1.012912118,1.022337181,1.031762245,1.041187309
carFAR_05,0.689,0.996861611,2.801459891,3.678064373,0.424785461,0.803204701,,,,0.689,0.689,0.689,0.689,0.689,0.689,0.996861611,1.006313219,1.015764827,1.025216435,1.034668043,1.044119651
carFAR_05,0.69,0.999664909,2.805136901,3.677009838,0.424785461,0.804258934,,,,0.69,0.69,0.69,0.69,0.69,0.69,0.999664909,1.009143096,1.018621283,1.028099471,1.037577658,1.047055845
carFAR_05,0.691,1.002471884,2.808812856,3.675955605,0.424785461,0.805312865,,,,0.691,0.691,0.691,0.691,0.691,0.691,1.002471884,1.011976685,1.021481486,1.030986287,1.040491088,1.04999589
carFAR_05,0.692,1.005282534,2.812487758,3.674901674,0.424785461,0.806366494,,,,0.692,0.692,0.692,0.692,0.692,0.692,1.005282534,1.014813984,1.024345434,1.033876884,1.043408334,1.052939784
carFAR_05,0.693,1.008096859,2.816161606,3.673848046,0.424785461,0.80741982,,,,0.693,0.693,0.693,0.693,0.693,0.693,1.008096859,1.017654993,1.027213126,1.03677126,1.046329393,1.055887527
carFAR_05,0.694,1.010914857,2.819834401,3.672794719,0.424785461,0.808472845,,,,0.694,0.694,0.694,0.694,0.694,0.694,1.010914857,1.020499709,1.030084561,1.039669413,1.049254265,1.058839117
carFAR_05,0.695,1.013736527,2.823506142,3.671741695,0.424785461,0.809525567,,,,0.695,0.695,0.695,0.695,0.695,0.695,1.013736527,1.023348133,1.032959738,1.042571343,1.052182948,1.061794554
carFAR_05,0.696,1.016561869,2.827176831,3.670688972,0.424785461,0.810577988,,,,0.696,0.696,0.696,0.696,0.696,0.696,1.016561869,1.026200262,1.035838656,1.045477049,1.055115442,1.064753836
carFAR_05,0.697,1.01939088,2.830846468,3.669636551,0.424785461,0.811630107,,,,0.697,0.697,0.697,0.697,0.697,0.697,1.01939088,1.029056097,1.038721313,1.048386529,1.058051745,1.067716962
carFAR_05,0.698,1.022223561,2.834515052,3.668584432,0.424785461,0.812681925,,,,0.698,0.698,0.698,0.698,0.698,0.698,1.022223561,1.031915635,1.041607709,1.051299783,1.060991857,1.070683931
carFAR_05,0.699,1.02505991,2.838182585,3.667532615,0.424785461,0.813733441,,,,0.699,0.699,0.699,0.699,0.699,0.699,1.02505991,1.034778876,1.044497843,1.054216809,1.063935776,1.073654742
carFAR_05,0.7,1.027899926,2.841849066,3.666481099,0.424785461,0.814784655,,,,0.7,0.7,0.7,0.7,0.7,0.7,1.027899926,1.037645819,1.047391713,1.057137607,1.0668835,1.076629394
carFAR_05,0.701,1.030743608,2.845514496,3.665429885,0.424785461,0.815835568,,,,0.701,0.701,0.701,0.701,0.701,0.701,1.030743608,1.040516463,1.050289319,1.060062174,1.06983503,1.079607886
carFAR_05,0.702,1.033590954,2.849178875,3.664378972,0.424785461,0.81688618,,,,0.702,0.702,0.702,0.702,0.702,0.702,1.033590954,1.043390807,1.053190659,1.062990511,1.072790364,1.082590216
carFAR_05,0.703,1.036441965,2.852842203,3.66332836,0.424785461,0.81793649,,,,0.703,0.703,0.703,0.703,0.703,0.703,1.036441965,1.046268849,1.056095732,1.065922616,1.0757495,1.085576384
carFAR_05,0.704,1.039296638,2.856504481,3.662278049,0.424785461,0.818986499,,,,0.704,0.704,0.704,0.704,0.704,0.704,1.039296638,1.049150588,1.059004538,1.068858488,1.078712438,1.088566388
carFAR_05,0.705,1.042154973,2.860165709,3.66122804,0.424785461,0.820036208,,,,0.705,0.705,0.705,0.705,0.705,0.705,1.042154973,1.052036024,1.061917075,1.071798126,1.081679177,1.091560228
carFAR_05,0.706,1.045016969,2.863825888,3.660178332,0.424785461,0.821085615,,,,0.706,0.706,0.706,0.706,0.706,0.706,1.045016969,1.054925156,1.064833342,1.074741529,1.084649715,1.094557902
carFAR_05,0.707,1.047882625,2.867485017,3.659128925,0.424785461,0.822134721,,,,0.707,0.707,0.707,0.707,0.707,0.707,1.047882625,1.057817981,1.067753338,1.077688695,1.087624052,1.097559409
carFAR_05,0.708,1.050751939,2.871143097,3.658079818,0.424785461,0.823183527,,,,0.708,0.708,0.708,0.708,0.708,0.708,1.050751939,1.0607145,1.070677062,1.080639624,1.090602186,1.100564748
carFAR_05,0.709,1.05362491,2.874800128,3.657031013,0.424785461,0.824232032,,,,0.709,0.709,0.709,0.709,0.709,0.709,1.05362491,1.063614712,1.073604513,1.083594315,1.093584116,1.103573918
carFAR_05,0.71,1.056501538,2.87845611,3.655982508,0.424785461,0.825280236,,,,0.71,0.71,0.71,0.71,0.71,0.71,1.056501538,1.066518614,1.07653569,1.086552766,1.096569842,1.106586918
carFAR_05,0.711,1.059381822,2.882111044,3.654934303,0.424785461,0.82632814,,,,0.711,0.711,0.711,0.711,0.711,0.711,1.059381822,1.069426207,1.079470592,1.089514977,1.099559362,1.109603747
carFAR_05,0.712,1.06226576,2.885764931,3.6538864,0.424785461,0.827375743,,,,0.712,0.712,0.712,0.712,0.712,0.712,1.06226576,1.072337488,1.082409217,1.092480946,1.102552674,1.112624403
carFAR_05,0.713,1.065153351,2.88941777,3.652838796,0.424785461,0.828423046,,,,0.713,0.713,0.713,0.713,0.713,0.713,1.065153351,1.075252458,1.085351565,1.095450672,1.105549779,1.115648886
carFAR_05,0.714,1.068044595,2.893069561,3.651791493,0.424785461,0.829470049,,,,0.714,0.714,0.714,0.714,0.714,0.714,1.068044595,1.078171115,1.088297635,1.098424154,1.108550674,1.118677194
carFAR_05,0.715,1.07093949,2.896720306,3.650744491,0.424785461,0.830516751,,,,0.715,0.715,0.715,0.715,0.715,0.715,1.07093949,1.081093457,1.091247425,1.101401392,1.111555359,1.121709327
carFAR_05,0.716,1.073838035,2.900370003,3.649697788,0.424785461,0.831563154,,,,0.716,0.716,0.716,0.716,0.716,0.716,1.073838035,1.084019485,1.094200934,1.104382384,1.114563833,1.124745283
carFAR_05,0.717,1.076740229,2.904018655,3.648651386,0.424785461,0.832609256,,,,0.717,0.717,0.717,0.717,0.717,0.717,1.076740229,1.086949196,1.097158162,1.107367128,1.117576095,1.127785061
carFAR_05,0.718,1.079646072,2.90766626,3.647605283,0.424785461,0.833655059,,,,0.718,0.718,0.718,0.718,0.718,0.718,1.079646072,1.089882589,1.100119107,1.110355625,1.120592143,1.13082866
carFAR_05,0.719,1.082555561,2.911312819,3.646559481,0.424785461,0.834700561,,,,0.719,0.719,0.719,0.719,0.719,0.719,1.082555561,1.092819665,1.103083769,1.113347872,1.123611976,1.133876079
carFAR_05,0.72,1.085468697,2.914958333,3.645513978,0.424785461,0.835745764,,,,0.72,0.72,0.72,0.72,0.72,0.72,1.085468697,1.095760421,1.106052145,1.116343869,1.126635593,1.136927317
carFAR_05,0.721,1.088385477,2.918602802,3.644468775,0.424785461,0.836790668,,,,0.721,0.721,0.721,0.721,0.721,0.721,1.088385477,1.098704857,1.109024236,1.119343615,1.129662994,1.139982373
carFAR_05,0.722,1.091305902,2.922246226,3.643423872,0.424785461,0.837835271,,,,0.722,0.722,0.722,0.722,0.722,0.722,1.091305902,1.101652971,1.11200004,1.122347108,1.132694177,1.143041246
carFAR_05,0.723,1.094229969,2.925888605,3.642379268,0.424785461,0.838879575,,,,0.723,0.723,0.723,0.723,0.723,0.723,1.094229969,1.104604762,1.114979555,1.125354348,1.135729141,1.146103934
carFAR_05,0.724,1.097157679,2.92952994,3.641334964,0.424785461,0.83992358,,,,0.724,0.724,0.724,0.724,0.724,0.724,1.097157679,1.10756023,1.117962782,1.128365333,1.138767885,1.149170437
carFAR_05,0.725,1.100089029,2.933170231,3.640290959,0.424785461,0.840967285,,,,0.725,0.725,0.725,0.725,0.725,0.725,1.100089029,1.110519374,1.120949718,1.131380063,1.141810408,1.152240753
carFAR_05,0.726,1.103024019,2.936809479,3.639247254,0.424785461,0.842010692,,,,0.726,0.726,0.726,0.726,0.726,0.726,1.103024019,1.113482191,1.123940364,1.134398536,1.144856709,1.155314881
carFAR_05,0.727,1.105962647,2.940447682,3.638203848,0.424785461,0.843053799,,,,0.727,0.727,0.727,0.727,0.727,0.727,1.105962647,1.116448682,1.126934717,1.137420751,1.147906786,1.158392821
carFAR_05,0.728,1.108904913,2.944084843,3.637160741,0.424785461,0.844096607,,,,0.728,0.728,0.728,0.728,0.728,0.728,1.108904913,1.119418845,1.129932776,1.140446708,1.150960639,1.161474571
carFAR_05,0.729,1.111850816,2.947720961,3.636117933,0.424785461,0.845139115,,,,0.729,0.729,0.729,0.729,0.729,0.729,1.111850816,1.122392679,1.132934542,1.143476404,1.154018267,1.164560129
carFAR_05,0.73,1.114800355,2.951356036,3.635075424,0.424785461,0.846181326,,,,0.73,0.73,0.73,0.73,0.73,0.73,1.114800355,1.125370183,1.135940011,1.14650984,1.157079668,1.167649496
carFAR_05,0.731,1.117753528,2.95499007,3.634033214,0.424785461,0.847223237,,,,0.731,0.731,0.731,0.731,0.731,0.731,1.117753528,1.128351356,1.138949185,1.149547013,1.160144841,1.17074267
